Species,Country.of.Origin,Region,Producer,Number.of.Bags,In.Country.Partner,Harvest.Year,Grading.Date,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Arabica,Ethiopia,guji-hambela,METAD PLC,300,METAD Agricultural Development plc,2014,"April 4th, 2015",Washed / Wet,8.67,8.83,8.67,8.75,8.5,8.42,10,10,10,8.75,90.58,0.12,1950,2200,2075
Arabica,Ethiopia,guji-hambela,METAD PLC,300,METAD Agricultural Development plc,2014,"April 4th, 2015",Washed / Wet,8.75,8.67,8.5,8.58,8.42,8.42,10,10,10,8.58,89.92,0.12,1950,2200,2075
Arabica,Ethiopia,oromia,Yidnekachew Dabessa Coffee Plantation,320,METAD Agricultural Development plc,2014,"March 26th, 2015",Natural / Dry,8.17,8.58,8.42,8.42,8.5,8.25,10,10,10,8.67,89,0.11,1800,2200,2000
Arabica,Ethiopia,guji-hambela,METAD PLC,300,METAD Agricultural Development plc,2014,"April 4th, 2015",Washed / Wet,8.25,8.5,8.25,8.5,8.42,8.33,10,10,10,8.58,88.83,0.12,1950,2200,2075
Arabica,Ethiopia,"snnp/kaffa zone,gimbowereda",Diamond Enterprise Plc,50,METAD Agricultural Development plc,2014,"March 30th, 2015",Natural / Dry,8.08,8.58,8.5,8.5,7.67,8.42,10,10,10,8.5,88.25,0.1,1795,1850,1822.5
Arabica,Ethiopia,oromia,Fahem Coffee Plantation,300,METAD Agricultural Development plc,2014,"March 27th, 2015",Natural / Dry,8.17,8.67,8.25,8.5,7.75,8.17,10,10,10,8.58,88.08,0.1,1855,1955,1905
Arabica,United States,antioquia,Jorge Walter Restrepo,10,Almcafe,2014,"March 13th, 2015",Washed / Wet,8.08,8.67,8.33,8.42,8,8.08,10,10,10,8.33,87.92,0,1943,1943,1943
Arabica,China,yunnan,Echo Coffee,3,Yunnan Coffee Exchange,2015,"April 7th, 2016",Washed / Wet,8.42,8.25,8.08,8.17,7.92,8,10,10,10,8.42,87.25,0.1,1450,1450,1450
Arabica,Ethiopia,gedio,LevelUp,250,Blossom Valley International,2014,"March 25th, 2015",Natural / Dry,8.17,8.17,8,8.17,8.08,8.33,10,10,10,8.33,87.25,0,1700,2000,1850
Arabica,Costa Rica,san ramon,SEVERAL,250,Specialty Coffee Association,2014,"April 2nd, 2014",Washed / Wet,8.08,8.25,8,8.17,8,8.33,10,10,10,8.33,87.17,0.11,1300,1300,1300
Arabica,Mexico,xalapa,ROBERTO LICONA FRANCO,14,AMECAFE,2012,"July 26th, 2012",Washed / Wet,8.17,8.25,8.17,8,7.83,8.17,10,10,10,8.58,87.17,0.13,1320,1320,1320
Arabica,United States,antioquia,Silvia Elena Higuita,10,Almcafe,2014,"March 13th, 2015",Washed / Wet,8.25,8.33,8.17,8.17,7.83,8.17,10,10,10,8.17,87.08,0,2112,2112,2112
Arabica,Brazil,south of minas,Ralph Junqueira,3,NUCOFFEE,2011,"December 3rd, 2011",Natural / Dry,8.5,8.5,8,8,8,8,10,10,10,7.92,86.92,0.12,1250,1250,1250
Arabica,Uganda,kapchorwa eastern,Kabum trading company,100,Uganda Coffee Development Authority,2013,"June 26th, 2014",Washed / Wet,8.42,8.17,8.17,8.17,7.83,7.92,10,10,10,8.17,86.83,0.12,1950,1950,1950
Arabica,Brazil,vale da grama,Homero Texeira de Macedo Junior,29,NUCOFFEE,2011,"December 3rd, 2011",Natural / Dry,8.5,8.17,8,7.75,8,8,10,10,10,8,86.42,0.12,1300,1300,1300
Arabica,Ethiopia,oromia,Haider Abamecha Abadiko,320,METAD Agricultural Development plc,2014,"March 27th, 2015",Natural / Dry,8,8.08,7.92,8,8.08,8.08,10,10,10,8.08,86.25,0.1,1750,1800,1775
Arabica,Kenya,muranga,Kangunu,320,Kenya Coffee Traders Association,2013,"May 30th, 2014",Washed / Wet,8.08,8,8,8.25,7.92,7.92,10,10,10,8.08,86.25,0.12,1800,1800,1800
Arabica,Thailand,chiang rai,ITDP,53,Specialty Coffee Association,2012,"April 12th, 2012",Washed / Wet,7.83,8.33,7.83,8.25,7.58,7.92,10,10,10,8.42,86.17,0.1,1300,1300,1300
Arabica,Kenya,nyeri,JUNGLE ESTATE,12,Kenya Coffee Traders Association,2014,"January 29th, 2015",Natural / Dry,8.08,8.08,8,8,7.83,8.08,10,10,10,8,86.08,0.11,1754,1754,1754
Arabica,Brazil,south of minas,Ralph Junqueira,7,NUCOFFEE,2011,"December 3rd, 2011",Semi-washed / Semi-pulped,8.33,8,8,8,7.75,8,10,10,10,8,86.08,0.11,1250,1250,1250
Arabica,Uganda,"sipi, mt elgon",Kawacom,1,Africa Fine Coffee Association,2012,"February 13th, 2012",Washed / Wet,8.25,8,7.83,8.08,8,7.92,10,10,10,7.92,86,0.1,1400,1900,1650
Arabica,Uganda,eastern,Kawacom (U)Ltd,1,Uganda Coffee Development Authority,2013,"June 30th, 2014",Natural / Dry,8.17,8.17,7.92,8.08,7.83,7.75,10,10,10,8,85.92,0.12,1400,1900,1650
Arabica,Panama,boquete,Plinio Ruiz,37,Specialty Coffee Association of Costa Rica,2017,"October 9th, 2017",Washed / Wet,8,8,7.92,8.08,7.83,8,10,10,10,8,85.83,0.08,1600,1600,1600
Arabica,Ethiopia,oromia,Ibrahim Hussien Specialty Coffee Producer and Exporter,320,METAD Agricultural Development plc,2014,"April 4th, 2015",Washed / Wet,7.83,8.08,7.92,8.08,8,7.92,10,10,10,8,85.83,0.1,1800,2000,1900
Arabica,Guatemala,acatenango,SERTRASA,150,Asociacion Nacional Del Café,2012,"July 3rd, 2012",Washed / Wet,7.83,8,8,8.17,7.83,8,10,10,10,8,85.83,0.12,1524,1524,1524
Arabica,Guatemala,nuevo oriente,WILLIAM ESTUARDO MARTINEZ PACHECO,275,Asociacion Nacional Del Café,2012,"June 5th, 2012",Washed / Wet,8,8,7.83,8.33,7.83,7.83,10,10,10,8,85.83,0.1,1417.32,1417.32,1417.32
Arabica,Papua New Guinea,eastern highlands province,"Colbran CoffeeLands, Ltd.",7,Specialty Coffee Association,2012,"October 25th, 2012",Washed / Wet,8.33,8.42,7.83,8.33,8,8.25,9.33,9.33,10,7.92,85.75,0.12,1700,1700,1700
Arabica,El Salvador,apaneca,Aida Batlle,275,Specialty Coffee Association,2013,"March 18th, 2013",Washed / Wet,7.92,8.17,8,7.92,7.75,7.83,10,10,10,8,85.58,0.1,1500,1500,1500
Arabica,El Salvador,"ataco, apaneca - ilamatepec mountain range",Oscar Roberto Murgas Linares,19,Specialty Coffee Association,2012,"January 12th, 2013",Semi-washed / Semi-pulped,7.83,8,8,7.75,7.92,8.17,10,10,10,7.92,85.58,0.11,1300,1400,1350
Arabica,Panama,boquete,Lamastus,100,Blossom Valley International,2014,"May 23rd, 2015",Natural / Dry,8,7.75,7.83,7.83,7.67,8.58,10,10,10,7.83,85.5,0.09,1680,1680,1680
Arabica,Ethiopia,oromia,Assefa Belay Coffee Producer,320,METAD Agricultural Development plc,2015,"March 31st, 2015",Natural / Dry,7.83,8,7.83,7.92,7.83,8.08,10,10,10,8,85.5,0.12,1800,2000,1900
Arabica,Uganda,bulambuli eastern region,Kyagalanyi coffee Ltd,320,Uganda Coffee Development Authority,2013,"June 26th, 2014",Washed / Wet,8.33,7.92,7.67,7.92,7.67,7.92,10,10,10,8.08,85.5,0.12,1600,1600,1600
Arabica,Guatemala,huehuetenango,ASOCIACION DE PERMACULTORES DE CUILCO (SANTOS LOPEZ MEJIA),250,Asociacion Nacional Del Café,2013,"February 26th, 2013",Washed / Wet,8,7.83,7.67,8.33,7.83,8,10,10,10,7.83,85.5,0.11,1706.88,1755.648,1731.264
Arabica,Ethiopia,oromia,Assefa Belay Coffee Producer,320,METAD Agricultural Development plc,2015,"March 31st, 2015",Washed / Wet,7.75,7.83,7.83,8.17,7.92,7.83,10,10,10,8.08,85.42,0.1,1800,2000,1900
Arabica,Uganda,kapchorwa,Chesiyo Farmer group,150,Uganda Coffee Development Authority,2013,"June 26th, 2014",Washed / Wet,8.08,8,7.83,7.67,8,7.83,10,10,10,8,85.42,0.12,1950,1950,1950
Arabica,China,yunnan,Pu'er City Longke Coffee Co.Ltd,3,Yunnan Coffee Exchange,2015,"April 6th, 2016",Natural / Dry,8,8,8,7.83,7.83,7.75,10,10,10,7.92,85.33,0.1,1700,1700,1700
Arabica,Guatemala,huehuetenango,Arturo Aguirre,36,Blossom Valley International,2014,"May 23rd, 2015",Natural / Dry,7.83,7.75,7.83,7.67,7.83,8.58,10,10,10,7.83,85.33,0.11,1770,1770,1770
Arabica,Costa Rica,west valley,Cafe Altura de San Ramon,250,Specialty Coffee Association,2014,"May 1st, 2014",Washed / Wet,7.92,8.08,8,7.92,8,8.08,10,10,9.33,8,85.33,0,1300,1300,1300
Arabica,Costa Rica,san ramon,SEVERAL,250,Specialty Coffee Association,2014,"May 1st, 2014",Washed / Wet,8,7.58,7.58,7.67,8.08,8.5,10,10,10,7.92,85.33,0.1,1300,1300,1300
Arabica,Kenya,central kenya,Kianjogu - Rutuma F.C.S. Ltd.,20,Kenya Coffee Traders Association,2012,"April 19th, 2013",Washed / Wet,7.83,8.08,7.75,8.08,7.92,7.75,10,10,10,7.92,85.33,0,1600,1600,1600
Arabica,Kenya,central kenya,Blend from various Producers,300,Kenya Coffee Traders Association,2012,"March 12th, 2013",Washed / Wet,8,7.92,7.92,8.08,7.83,7.75,10,10,10,7.83,85.33,0,1200,1200,1200
Arabica,Colombia,santander,varios,275,Almcafe,2015,"April 8th, 2015",Washed / Wet,8.17,7.92,7.83,8,7.58,7.83,10,10,10,7.92,85.25,0.11,1550,1550,1550
Arabica,Guatemala,huehuetenango,Coop. Hoja Blanca - Fedecocagua,250,Specialty Coffee Association,2012,"January 18th, 2012",Washed / Wet,8.25,8,7.67,7.92,7.75,7.67,10,10,10,7.92,85.17,0,1400,1400,1400
Arabica,Colombia,pasto,JOSE ALBEIRO GOMEZ / LUIS JABER REALPE,250,Almcafe,2015,"August 18th, 2015",Natural / Dry,8.17,7.83,7.58,8.08,8,7.75,10,10,10,7.67,85.08,0,2560,2560,2560
Arabica,Ethiopia,aricha,BNT,100,Specialty Coffee Association,2014,"October 7th, 2014",Natural / Dry,8.42,8,7.42,8,7.92,7.92,9.33,10,10,8.08,85.08,0.1,1700,1700,1700
Arabica,Colombia,cundinamarca,ORLANDO ORTIZ /WILSON ORTIZ/GILBERTO ACOSTA,250,Almcafe,2012,"March 16th, 2012",Natural / Dry,7.83,8,7.75,7.75,7.83,7.83,10,10,10,8.08,85.08,0.11,2136,2136,2136
Arabica,Uganda,eastern uganda,Kyagalanyi Coffee Ltd,200,Uganda Coffee Development Authority,2016,"July 24th, 2017",Washed / Wet,8.17,7.92,7.75,7.75,7.67,7.75,10,10,10,8,85,0.11,1800,1800,1800
Arabica,Costa Rica,tarrazu,Manuel Montero,36,Specialty Coffee Association,2016,"January 30th, 2017",Washed / Wet,7.83,8,7.58,7.92,7.92,7.83,10,10,10,7.92,85,0.12,1900,1900,1900
Arabica,Mexico,veracruz,Varios productores minifundistas,1,Centro Agroecolegico del Cafe A.C.,2015,"September 21st, 2016",Washed / Wet,7.83,8,7.83,7.75,7.67,7.83,10,10,10,8.08,85,0.09,1300,1300,1300
Arabica,Brazil,grama valley,Idalina M. De Andrade Ferreira,31,NUCOFFEE,2012,"February 29th, 2012",Natural / Dry,8,8,7.83,7.83,7.67,7.67,10,10,10,8,85,0.12,1100,1100,1100
Arabica,Colombia,huila,La Plata,252,Almcafe,2015,"October 26th, 2015",Washed / Wet,7.92,7.83,7.75,7.83,7.75,8,10,10,10,7.83,84.92,0.12,1600,1950,1775
Arabica,"Tanzania, United Republic Of",mbeya,Hasambo AMCOS,134,Africa Fine Coffee Association,2014,"December 12th, 2014",Washed / Wet,8,7.83,7.83,7.92,7.75,7.75,10,10,10,7.83,84.92,0.12,1620,1620,1620
Arabica,Colombia,huila,LA PLATA,50,Almcafe,2012,"December 11th, 2012",Washed / Wet,7.75,7.92,7.83,7.75,7.75,8,10,10,10,7.92,84.92,0.11,1600,1950,1775
Arabica,Mexico,coatepec,ARTEMIO ZAPATA TEJEDA,25,AMECAFE,2012,"July 11th, 2012",Semi-washed / Semi-pulped,7.75,8,7.75,7.83,7.5,7.92,10,10,10,8.17,84.92,0.11,1200,1200,1200
Arabica,Brazil,south of minas,Glaucio Carneiro Pinto,4,NUCOFFEE,2011,"December 23rd, 2011",Natural / Dry,8,7.92,7.75,7.75,8,7.75,10,10,10,7.75,84.92,0.11,1200,1200,1200
Arabica,Brazil,south of minas,Ricardo Luiz Ferreira,10,NUCOFFEE,2011,"December 3rd, 2011",Natural / Dry,8,8,7.75,8,7.5,7.75,10,10,10,7.92,84.92,0.12,1000,1000,1000
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",Wang Chao Yung 王超永,10,Specialty Coffee Association,2016,"May 18th, 2016",Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,10,10,10,8,84.83,0,350,350,350
Arabica,Uganda,eastern,Sipi organic coffee project,1,Uganda Coffee Development Authority,2013,"June 30th, 2014",Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10,10,10,7.83,84.83,0.12,1400,1900,1650
Arabica,Kenya,nyeri,KARATINA,150,Kenya Coffee Traders Association,2014,"June 2nd, 2015",Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10,10,10,7.92,84.75,0.13,1800,1800,1800
Arabica,Honduras,marcala,Omar Acosta,275,Instituto Hondureno del Cafe,2014,"April 25th, 2014",Washed / Wet,7.83,7.75,8,7.67,7.67,7.67,10,10,10,8.17,84.75,0.11,1450,1450,1450
Arabica,El Salvador,apaneca,J.J. Borja Nathan,150,Salvadoran Coffee Council,2016,"June 26th, 2017",Washed / Wet,7.83,7.83,7.5,8,7.83,7.67,10,10,10,8,84.67,0,1350,1350,1350
Arabica,Indonesia,"temanggung, indonesia",PT. Shriya Artha Nusantara,2,Specialty Coffee Association of Indonesia,2016,"November 24th, 2016",Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10,10,10,7.92,84.67,0.12,1200,1200,1200
Arabica,Costa Rica,tarrazu,Johanna,15,Specialty Coffee Association of Costa Rica,2015,"October 4th, 2016",Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10,10,10,7.92,84.67,0.1,1150,1150,1150
Arabica,Guatemala,acatenango,JUAN BOCK,120,Asociacion Nacional Del Café,2015,"June 1st, 2016",Washed / Wet,7.75,7.83,7.58,8,7.92,7.75,10,10,10,7.83,84.67,0.1,1600,1600,1600
Arabica,Ethiopia,yirgacheffe,Moplaco,250,Blossom Valley International,2014,"May 23rd, 2015",Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10,10,10,7.92,84.67,0.1,1900,1900,1900
Arabica,Costa Rica,costa rica,Maria Elena Castro,20,Blossom Valley International,2014,"May 23rd, 2015",Other,7.67,7.58,7.75,7.75,7.67,8.58,10,10,10,7.67,84.67,0.08,1750,1750,1750
Arabica,Costa Rica,west valley,CORICAFE BLEND,275,Specialty Coffee Association of Costa Rica,2014,"March 5th, 2014",Washed / Wet,8,7.58,7.83,7.75,7.75,7.75,10,10,10,8,84.67,0.11,1200,1200,1200
Arabica,Costa Rica,west and central valley,Exclusive Coffees S.A.,250,Specialty Coffee Association of Costa Rica,2015,"December 3rd, 2015",Washed / Wet,8.17,7.83,8,8.08,7.83,8,10,10,10,8.42,86.33,0,1300,1300,1300
Arabica,Kenya,nyeri,Sasini,235,Specialty Coffee Institute of Asia,2012,"September 16th, 2012",Washed / Wet,7.75,7.92,7.83,8,7.58,7.75,10,10,10,7.83,84.67,0.11,2000,2000,2000
Arabica,Guatemala,oriente,AGROPECUARIA QUIAGRAL,250,Asociacion Nacional Del Café,2012,"July 17th, 2012",Washed / Wet,8,7.83,7.67,7.83,7.67,8,10,10,10,7.67,84.67,0.11,1310.64,1310.64,1310.64
Arabica,Guatemala,acatenango,SERTRASA,125,Asociacion Nacional Del Café,2012,"July 3rd, 2012",Washed / Wet,7.67,7.83,7.67,8,7.67,7.83,10,10,10,8,84.67,0.12,1524,1524,1524
Arabica,Mexico,el remudadero,"JORGE TORRES BELTRAN, VICENTE HERNANDEZ OCHOA, IGNACIO TORRES",80,AMECAFE,2012,"July 2nd, 2012",Washed / Wet,7.83,7.58,7.67,7.92,7.92,7.83,10,10,10,7.92,84.67,0.13,1200,1200,1200
Arabica,Kenya,nyeri,BLEND,100,Kenya Coffee Traders Association,2013,"July 21st, 2014",Washed / Wet,7.83,7.83,7.83,7.75,7.58,7.83,10,10,10,7.92,84.58,0.1,1800,1800,1800
Arabica,Guatemala,jalapa,ROBERTO MONTERROSO,250,Asociacion Nacional Del Café,2014,"May 29th, 2014",Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,10,10,10,7.83,84.58,0.11,1524,1524,1524
Arabica,Guatemala,oriente,AMILCAR LAPOLA,250,Asociacion Nacional Del Café,2014,"March 24th, 2014",Washed / Wet,8,7.92,7.67,7.58,7.58,7.67,10,10,10,8.17,84.58,0.09,1219.2,1219.2,1219.2
Arabica,Colombia,huila,La Plata,75,Almcafe,2013,"December 6th, 2013",Washed / Wet,7.75,7.75,7.83,7.75,7.58,8,10,10,10,7.92,84.58,0,1600,1900,1750
Arabica,Colombia,huila,varios,250,Almcafe,2012,"October 9th, 2012",Washed / Wet,7.42,7.67,7.75,7.75,8.08,7.83,10,10,10,8.08,84.58,0.11,1800,1800,1800
Arabica,Brazil,vale da grama,Homero Texeira de Macedo Junior,37,NUCOFFEE,2011,"December 23rd, 2011",Semi-washed / Semi-pulped,8,8,7.75,7.75,7.58,7.75,10,10,10,7.75,84.58,0.12,1300,1300,1300
Arabica,Costa Rica,valle central,Various,275,Specialty Coffee Association of Costa Rica,2017,"November 28th, 2017",Washed / Wet,7.92,7.67,7.92,7.75,7.67,7.58,10,10,10,8,84.5,0.1,1200,1200,1200
Arabica,Uganda,eastern uganda,Kawacom Uganda Ltd,200,Uganda Coffee Development Authority,2016,"March 14th, 2017",Washed / Wet,7.92,7.75,7.67,7.75,7.83,7.75,10,10,10,7.83,84.5,0.11,1750,1750,1750
Arabica,China,yunnan,Menglian Ban’an Coffee Processing Factory,3,Yunnan Coffee Exchange,2015,"April 6th, 2016",Washed / Wet,7.75,7.92,7.67,7.83,7.75,7.67,10,10,10,7.92,84.5,0.1,1680,1680,1680
Arabica,China,yunnan,"PUER JIANGCHENG FUWANG COFFEE BIOTECHNOLOGY CO., LTD",1,Specialty Coffee Association,2013,"June 16th, 2014",Washed / Wet,7.67,8,7.75,7.83,7.75,7.58,10,10,10,7.92,84.5,0,1100,1100,1100
Arabica,Guatemala,oriente,LUIS RODRIGUEZ,250,Asociacion Nacional Del Café,2013,"February 26th, 2013",Washed / Wet,8.17,7.83,7.67,7.83,7.67,7.83,10,10,10,7.5,84.5,0.11,1310.64,1310.64,1310.64
Arabica,Mexico,hustusco,MARIA IMELDA USCANGA MARTINEZ,56,AMECAFE,2012,"July 11th, 2012",Washed / Wet,8,7.92,7.42,8.08,7.5,7.67,10,10,10,7.92,84.5,0.12,1350,1350,1350
Arabica,Mexico,jaltenango,SANTIAGO JOSE ARGUELLO CAMPOS,250,AMECAFE,2012,"June 6th, 2012",Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.83,10,10,10,7.67,84.5,0.11,1500,1500,1500
Arabica,Costa Rica,tarrazu,Beneficio San Diego,275,Specialty Coffee Association of Costa Rica,2016,"March 23rd, 2017",Washed / Wet,7.58,7.83,7.83,8,7.67,7.58,10,10,10,7.92,84.42,0.1,1300,1300,1300
Arabica,Indonesia,sumatra brastagi,Surbakti,200,Specialty Coffee Association,2017,"March 14th, 2017",Other,7.67,7.67,7.83,7.58,7.83,7.83,10,10,10,8,84.42,0,1400,1400,1400
Arabica,Colombia,huila,La Plata,275,Almcafe,2014,"July 9th, 2014",Washed / Wet,7.92,7.75,7.67,7.92,7.67,7.75,10,10,10,7.75,84.42,0,1600,1950,1775
Arabica,Taiwan,"mountain ali, taiwan",Kao Ming Lee,2,Specialty Coffee Association,2012,"July 10th, 2013",Washed / Wet,7.83,7.83,7.75,8,7.5,7.75,10,10,10,7.75,84.42,0.11,1200,1200,1200
Arabica,Mexico,tapachula,MARIA AMALIA GUADALUPE TORIELLO ELORZA,69,AMECAFE,2012,"June 6th, 2012",Washed / Wet,7.75,7.92,7.75,7.67,7.83,7.67,10,10,10,7.83,84.42,0.12,900,900,900
Arabica,Kenya,nyeri,mutheka,150,Kenya Coffee Traders Association,2017,"August 3rd, 2017",Washed / Wet,7.33,7.58,7.83,7.75,7.75,7.92,10,10,10,8.17,84.33,0.11,1800,1800,1800
Arabica,Honduras,central region,Reinerio Zepeda,275,Instituto Hondureno del Cafe,2016,"April 4th, 2016",Washed / Wet,7.58,7.92,7.58,7.75,7.92,7.75,10,10,10,7.83,84.33,0.11,1500,1500,1500
Arabica,Colombia,huila,FRANKLIN DUSSAN / ANDRES RODRIGUEZ/HIPOLITO TORRES,250,Almcafe,2015,"April 29th, 2015",Natural / Dry,7.75,7.67,8,7.67,8.08,7.83,10,10,10,7.33,84.33,0.11,442,442,442
Arabica,Mexico,tuxtla gutierrez,VICTOR HUGO MELCHOR CORDOVA,100,AMECAFE,2012,"July 27th, 2012",Washed / Wet,8,7.75,7.75,7.83,7.5,7.67,10,10,10,7.83,84.33,0.12,1700,1700,1700
Arabica,Thailand,chiang rai thailand,Matsuzawa Coffee,20,Specialty Coffee Institute of Asia,2015,"November 2nd, 2016",Natural / Dry,7.83,7.75,7.75,7.42,7.83,7.67,10,10,10,8,84.25,0.12,1200,1200,1200
Arabica,Guatemala,antigua,FINCA MEDINA,230,Asociacion Nacional Del Café,2016,"May 23rd, 2016",Washed / Wet,7.75,7.75,7.58,7.92,7.75,7.75,10,10,10,7.75,84.25,0.11,1500,1500,1500
Arabica,Guatemala,huehuetenango,HORACIO CIFUENTES MARTINEZ,275,Asociacion Nacional Del Café,2015,"April 6th, 2016",Washed / Wet,7.75,7.92,7.5,8.08,7.58,7.67,10,10,10,7.75,84.25,0.1,1099.4136,1099.4136,1099.4136
Arabica,China,yunnan,Menglian County Nayun Town Mangzhang Coffee Farm,3,Yunnan Coffee Exchange,2015,"April 6th, 2016",Natural / Dry,7.83,7.83,7.58,7.75,7.75,7.75,10,10,10,7.75,84.25,0.1,1400,1400,1400
Arabica,Colombia,huila,La Plata,275,Almcafe,2015,"November 19th, 2015",Washed / Wet,7.67,7.67,7.75,7.75,7.67,7.92,10,10,10,7.83,84.25,0.11,1600,1950,1775
Arabica,Colombia,huila,La Plata,248,Almcafe,2015,"October 26th, 2015",Washed / Wet,7.83,7.67,7.75,7.58,7.92,7.75,10,10,10,7.75,84.25,0.12,1600,1950,1775
Arabica,Colombia,huila,FRANKLIN DUSSAN/ANDRES RODRIGUEZ/HIPOLITO TORRES,250,Almcafe,2015,"April 29th, 2015",Natural / Dry,7.42,7.67,7.83,7.75,7.92,7.83,10,10,10,7.83,84.25,0.12,442,442,442
Arabica,"Tanzania, United Republic Of",shizingo village,Tembo Coffee Company Ltd,10,Africa Fine Coffee Association,2014,"December 12th, 2014",Washed / Wet,7.83,7.67,7.75,7.83,7.67,7.67,10,10,10,7.83,84.25,0.12,1620,1620,1620
Arabica,"Tanzania, United Republic Of",mbeya,Taylor Winch (T) ltd,65,Africa Fine Coffee Association,2014,"December 12th, 2014",Washed / Wet,7.83,7.75,7.75,7.75,7.67,7.75,10,10,10,7.75,84.25,0.12,1600,1600,1600
Arabica,Guatemala,oriente,AMILCAR LAPOLA,250,Asociacion Nacional Del Café,2014,"August 21st, 2014",Other,7.83,7.83,7.5,7.92,7.58,7.75,10,10,10,7.83,84.25,0.1,1219.2,1219.2,1219.2
Arabica,Mexico,san pedro cotzilnam,JESUS SALAZAR VELASCO,10,AMECAFE,2012,"September 11th, 2012",Semi-washed / Semi-pulped,7.83,7.92,7.67,7.83,7.5,7.75,10,10,10,7.75,84.25,0.12,1450,1450,1450
Arabica,Mexico,veracruz,MANUEL HERRERA JUAREZ,20,AMECAFE,2012,"April 9th, 2012",Washed / Wet,7.83,7.83,7.75,7.67,7.83,7.58,10,10,10,7.75,84.25,0.12,1170,1170,1170
Arabica,Mexico,"la concordia, chiapas",ERNST POHLENZ AGUILAR,250,AMECAFE,2012,"April 2nd, 2012",Washed / Wet,7.83,7.92,7.67,7.75,7.5,7.75,10,10,10,7.83,84.25,0.1,1400,1400,1400
Arabica,Guatemala,san marcos,JORGE LEAL,50,Asociacion Nacional Del Café,2017,"June 1st, 2017",Washed / Wet,7.75,7.83,7.58,7.83,7.67,7.75,10,10,10,7.75,84.17,0.13,1700,1700,1700
Arabica,Costa Rica,tarrazu,Los Angeles Micro-Mill (Ricardo Calderón),150,Specialty Coffee Association of Costa Rica,2016,"August 19th, 2016",Washed / Wet,7.92,7.75,7.67,7.67,7.5,7.67,10,10,10,8,84.17,0.09,1700,1700,1700
Arabica,Guatemala,huehuetenango,DARY COLMAN ALVARADO VILLATORO,275,Asociacion Nacional Del Café,2016,"June 23rd, 2016",Washed / Wet,7.75,7.75,7.58,8,7.67,7.83,10,10,10,7.58,84.17,0.11,1116.7872,1116.7872,1116.7872
Arabica,Guatemala,solola,FERNANDO FAHSEN,377,Asociacion Nacional Del Café,2016,"June 1st, 2016",Washed / Wet,7.75,7.92,7.58,7.92,7.67,7.67,10,10,10,7.67,84.17,0.1,1565,1565,1565
Arabica,Guatemala,norte,CHAPULTEPEC,130,Asociacion Nacional Del Café,2016,"June 1st, 2016",Washed / Wet,7.58,7.83,7.58,7.83,7.83,7.67,10,10,10,7.83,84.17,0.1,3280,3280,3280
Arabica,Colombia,huila,La Plata,275,Almcafe,2015,"August 18th, 2015",Washed / Wet,8,7.5,7.5,7.67,8,7.83,10,10,10,7.67,84.17,0,1600,1950,1775
Arabica,Nicaragua,jinotega,COOPERATIVA EL GORRION RL,275,Specialty Coffee Association of Costa Rica,2015,"August 3rd, 2015",Natural / Dry,7.67,7.83,7.83,7.5,7.67,7.83,10,10,10,7.83,84.17,0.12,900,1100,1000
Arabica,Brazil,cerrado,MAURO GALHERI,305,Brazil Specialty Coffee Association,2015,"April 24th, 2015",Natural / Dry,7.67,7.75,7.75,7.67,7.83,7.75,10,10,10,7.75,84.17,0,1150,1150,1150
Arabica,Costa Rica,tarrazu,Martin Gutierrez,320,Specialty Coffee Ass,2014,"April 10th, 2015",Washed / Wet,7.67,7.75,7.67,7.75,7.5,8,10,10,10,7.83,84.17,0,1850,1850,1850
Arabica,Ethiopia,snnprg; kafa; telo woreda; shada kebele,Tariku Oljira,320,METAD Agricultural Development plc,2014,"March 26th, 2015",Natural / Dry,7.5,7.92,7.58,7.83,7.75,7.83,10,10,10,7.75,84.17,0.1,1545,1668,1606.5
Arabica,"Tanzania, United Republic Of",arusha,Selian Coffee Estate,10,Africa Fine Coffee Association,2014,"December 12th, 2014",Washed / Wet,7.92,7.75,7.75,7.75,7.75,7.58,10,10,10,7.67,84.17,0.13,1400,1400,1400
Arabica,Guatemala,oriente,"AGRICOLA MONTE VERDE, S.A.",250,Asociacion Nacional Del Café,2013,"May 9th, 2013",Washed / Wet,7.92,7.75,7.67,7.67,7.83,7.92,10,10,10,7.42,84.17,0.11,1310.64,1310.64,1310.64
Arabica,El Salvador,apaneca,Aida Batlle,275,Specialty Coffee Association,2013,"March 18th, 2013",Natural / Dry,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10,10,7.92,84.17,0.11,1500,1500,1500
